id,match_id,player_id,account_level,active_id_1,active_id_2,active_id_3,active_id_4,assists,ban_1,ban_10,ban_10_id,ban_1_id,ban_2,ban_2_id,ban_3,ban_3_id,ban_4,ban_4_id,ban_5,ban_5_id,ban_6,ban_6_id,ban_7,ban_7_id,ban_8,ban_8_id,ban_9,ban9_id,camps_cleared,conquest_losses,conquest_points,conquest_tier,conquest_wins,damage_bot,damage_done_in_hand,damage_done_magical,damage_done_physical,damage_mitigated,damage_player,damage_taken,damage_taken_magical,damage_taken_physical,deaths,distance_traveled,duel_losses,duel_points,duel_tier,duel_wins,entry_datetime,final_match_level,first_ban_side,god_id,gold_earned,gold_per_minute,healing,healing_bot,healing_player_self,item_id_1,item_id_2,item_id_3,item_id_4,item_id_5,item_id_6,item_active_1,item_active_2,item_active_3,item_active_4,item_purch_1,item_purch_2,item_purch_3,item_purch_4,item_purch_5,item_purch_6,joust_losses,joust_points,joust_tier,joust_wins,killing_spree,kills_bot,kills_double,kills_fire_giant,kills_first_blood,kills_gold_fury,kills_penta,kills_phoenix,kills_player,kills_quadra,kills_siege_juggernaut,kills_single,kills_triple,kills_wild_juggernaut,map_game,mastery_level,minutes,multi_kill_max,objective_assists,party_id,rank_stat_conquest,rank_stat_duel,rank_stat_joust,reference_name,region,skin,skin_id,structure_damage,surrendered,task_force,team_1_score,team_2_score,team_id,team_name,time_in_match_seconds,towers_destroyed,wards_placed,win_status,winning_task_force,has_replay,match_queue__id,name,player_name,god_name,created_at,updated_at,smite_match_id
3530,1,1367,30,14164,14152,0,0,6,"","",0,0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,0,0,0,0,0,134694,8470,0,154640,11604,19946,32173,7899,24274,3,628802,0,0,0,0,2018-12-11 01:01:37 UTC,20,"",1773,19052,542,243,0,16564,9626,14849,15736,15316,9236,9348,Bracer of Undoing Upgrade,Meditation Cloak Upgrade,"","",Warrior Tabi,Atalanta's Bow,Devourer's Gauntlet,Evolved Soul Eater,Bloodforge,Asi,0,0,0,0,2,249,0,0,1,0,0,2,6,0,0,6,0,0,Season 5 Conquest,1,35,1,8,484650,0,0,0,Anhur,"",Jungle King,8736,9575,1,2,0,0,325,BootyClapCrew,2108,4,0,Winner,2,n,426,Normal: Conquest,[BCC]Bailey2557,Anhur,2018-11-12 22:21:34 UTC,2018-11-12 22:21:34 UTC,186644891
3531,1,1362,27,14152,14154,0,0,9,"","",0,0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,0,0,0,0,0,89579,10719,0,117982,14519,28403,31306,9608,21698,6,655023,0,0,0,0,2018-12-11 01:01:37 UTC,20,"",1943,18741,533,482,0,20416,7829,9627,12673,7904,11111,12680,Meditation Cloak Upgrade,Aegis Amulet Upgrade,"","",Brawler's Beat Stick,Ninja Tabi,Stone Cutting Sword,Jotunn's Wrath,The Crusher,Heartseeker,0,0,0,0,4,171,0,0,0,0,0,1,12,0,0,12,0,0,Season 5 Conquest,9,35,1,1,493208,0,0,0,Thanatos,"",Thanatos,9224,1535,1,2,0,0,238751,SevenSeasGaming,2108,0,0,Winner,2,n,426,Normal: Conquest,[7SG]MrShadowWalker,Thanatos,2018-11-12 22:21:34 UTC,2018-11-12 22:21:34 UTC,186644891
3532,1,1368,25,9041,7672,0,0,5,"","",0,0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,0,0,0,0,0,71769,4226,0,87831,26030,16062,33363,9818,23545,4,650822,0,0,0,0,2018-12-11 01:01:37 UTC,20,"",2110,16344,465,291,0,6460,9626,9364,8240,11116,8959,14096,Meditation Cloak,Aegis Amulet,"","",Warrior Tabi,Pestilence,Winged Blade,Heartward Amulet,Runeforged Hammer,Blackthorn Hammer,0,0,0,0,4,131,0,0,0,0,0,0,9,0,0,9,0,0,Season 5 Conquest,6,35,1,2,484650,0,0,0,Amaterasu,"",Amaterasu X,16318,2899,1,2,0,0,150982,SavageEclipse,2108,0,0,Winner,2,n,426,Normal: Conquest,[Eclyp]FlAtlAndeR214,Amaterasu,2018-11-12 22:21:34 UTC,2018-11-12 22:21:34 UTC,186644891
3533,1,1369,24,9041,7672,0,0,6,"","",0,0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,0,0,0,0,0,71158,9477,107822,0,9859,36664,26142,16768,9374,9,506269,0,0,0,0,2018-12-11 01:01:37 UTC,20,"",1869,16307,464,707,0,9557,9861,9633,8551,7525,7784,7334,Meditation Cloak,Aegis Amulet,"","",Restored Artifact,Shoes of the Magi,Bancroft's Talon,Obsidian Shard,Chronos' Pendant,Book of Thoth,0,0,0,0,4,153,0,0,0,0,0,0,10,0,0,10,0,0,Season 5 Conquest,6,35,1,1,470788,0,0,0,Vulcan,"",Vulcan,8604,2761,1,2,0,0,26149,Skeleton House,2108,1,0,Winner,2,n,426,Normal: Conquest,[JECB]DEADXTIREDX,Vulcan,2018-11-12 22:21:34 UTC,2018-11-12 22:21:34 UTC,186644891
3534,1,1370,18,14150,12333,0,0,9,"","",0,0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,0,0,0,0,0,32031,1734,44615,0,31533,12584,26017,12291,13726,4,617922,0,0,0,0,2018-12-11 01:01:37 UTC,19,"",1978,14272,406,0,0,0,11116,12666,9634,7528,9361,7526,Blink Rune Upgrade,Relic,"","",Heartward Amulet,Mantle of Discord,Shoes of Focus,Sovereignty,Spirit Robe,Iron Mail,0,0,0,0,3,38,0,0,0,0,0,0,5,0,0,5,0,0,Season 5 Conquest,1,35,1,1,499795,0,0,0,Geb,"",Molten Fury,9650,247,1,2,0,0,0,"",2108,0,0,Winner,2,n,426,Normal: Conquest,Il Parallax lI,Geb,2018-11-12 22:21:34 UTC,2018-11-12 22:21:34 UTC,186644891
3535,1,1363,29,8879,7672,0,0,13,"","",0,0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,0,0,0,0,0,51806,8715,0,73996,15044,22190,21235,4740,16495,6,644324,0,0,0,0,2018-12-11 01:01:37 UTC,20,"",2065,15201,432,0,0,3414,15490,9626,11111,12680,7578,9836,Purification Beads,Aegis Amulet,"","",Evolved Hunter's Blessing,Warrior Tabi,The Crusher,Heartseeker,Hide of the Nemean Lion,Void Shield,0,0,0,0,3,117,0,0,0,0,0,0,6,0,0,6,0,0,Season 5 Conquest,9,35,1,1,503971,0,0,0,Ravana,"",Ravana,11526,1144,1,1,0,0,28128,QuebecGold,2108,1,0,Loser,2,n,426,Normal: Conquest,[QCFR1]Monsteraddicted,Ravana,2018-11-12 22:21:34 UTC,2018-11-12 22:21:34 UTC,186644891
3536,1,1371,29,14152,14164,0,0,5,"","",0,0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,0,0,0,0,0,79520,787,104844,0,8211,25324,30434,13668,16766,12,550559,0,0,0,0,2018-12-11 01:01:37 UTC,20,"",2203,14906,424,1228,0,5894,9634,7924,15582,7525,9128,8599,Meditation Cloak Upgrade,Bracer of Undoing Upgrade,"","",Shoes of Focus,Doom Orb,Soul Gem,Obsidian Shard,Soul Reaver,Ethereal Staff,0,0,0,0,2,174,0,0,0,0,0,0,6,0,0,6,0,0,Season 5 Conquest,9,35,1,4,503820,0,0,0,Thoth,"",Thoth,13563,2160,1,1,0,0,242807,MoistAF,2108,0,0,Loser,2,n,426,Normal: Conquest,[M015T]Cagieo3o,Thoth,2018-11-12 22:21:34 UTC,2018-11-12 22:21:34 UTC,186644891
3537,1,1364,24,9041,9120,0,0,4,"","",0,0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,0,0,0,0,0,55411,2173,71364,0,6158,15953,22622,5135,17487,9,461584,0,0,0,0,2018-12-11 01:01:37 UTC,20,"",2056,14305,407,0,0,2299,9633,7784,7832,7594,0,0,Meditation Cloak,Magic Shell,"","",Shoes of the Magi,Chronos' Pendant,Divine Ruin,Gem of Isolation,"","",0,0,0,0,2,104,1,0,0,0,0,0,6,0,0,5,0,0,Season 5 Conquest,2,35,2,1,504318,0,0,0,Ah Puch,"",Death Mask,11470,568,1,1,0,0,0,"",2108,0,0,Loser,2,n,426,Normal: Conquest,XCSPEEDY1998,Ah Puch,2018-11-12 22:21:34 UTC,2018-11-12 22:21:34 UTC,186644891
3538,1,1365,18,9041,7353,0,0,4,"","",0,0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,0,0,0,0,0,49489,9072,0,66807,6882,17318,21875,6117,15758,7,584575,0,0,0,0,2018-12-11 01:01:37 UTC,20,"",1773,13691,389,836,0,2612,9627,7575,7545,13427,12674,7827,Meditation Cloak,Heavenly Wings,"","",Ninja Tabi,The Executioner,Deathbringer,Poisoned Star ,Wind Demon,Mace,0,0,0,0,3,83,0,0,0,0,0,0,6,0,0,6,0,0,Season 5 Conquest,1,35,1,0,504943,0,0,0,Anhur,"",Anhur,8207,315,1,1,0,0,0,"",2108,0,3,Loser,2,n,426,Normal: Conquest,SourDOUGH57,Anhur,2018-11-12 22:21:34 UTC,2018-11-12 22:21:34 UTC,186644891
3539,1,1366,21,8844,9041,0,0,7,"","",0,0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,0,0,0,0,0,39348,1328,54455,0,28074,15107,33904,19588,14316,8,602312,0,0,0,0,2018-12-11 01:01:37 UTC,18,"",3419,12216,347,1227,0,8521,9636,7641,10600,7572,7537,0,Blink Rune,Meditation Cloak,"","",Reinforced Shoes,Breastplate of Valor,Celestial Legion Helm,Stone of Gaia,Mystical Mail,"",0,0,0,0,1,72,0,0,0,0,0,0,1,0,0,1,0,0,Season 5 Conquest,4,35,1,1,503639,0,0,0,Cerberus,"",Cerberus,15225,409,1,1,0,0,0,"",2108,0,0,Loser,2,n,426,Normal: Conquest,KingFETUSxFLAPS,Cerberus,2018-11-12 22:21:34 UTC,2018-11-12 22:21:34 UTC,186644891
